1.56182,2.3483
1.61409,2.48976
1.62379,2.52783
1.62552,2.56808
1.62322,2.61525
1.62205,2.63048
1.61989,2.64885
1.62203,2.66858
1.65211,2.6813
1.66804,2.70157
1.6661,2.72483
1.65947,2.75175
1.65228,2.76409
1.64538,2.77658
1.64531,2.789
1.60476,2.80628
1.561,2.82792
1.52193,2.85384
1.48609,2.87483
1.46657,2.89098
1.44987,2.90984
1.58017,2.9371
1.58707,2.95384
1.60069,2.97124
1.5985,2.98846
1.58988,3.00737
1.582,3.01665
1.56866,3.02311
1.55472,3.02771
1.54635,3.03682
1.53925,3.0479
1.53333,3.06098
1.52844,3.07341
1.52458,3.08983
1.52259,3.10274
1.52081,3.11302
1.52073,3.12087
1.52112,3.12858
1.52215,3.13649
1.52224,3.14134
1.52174,3.14537
1.52083,3.15163
1.52126,3.15553
1.52394,3.16497
1.52857,3.17459
1.53575,3.18198
1.53951,3.18922
1.54393,3.19939
1.55716,3.20776
1.5616,3.2148
1.56379,3.22251
1.56468,3.2303
1.56463,3.2378
1.56346,3.24753
1.56144,3.25655
1.56069,3.26592
1.56066,3.27517
1.56138,3.28334
1.5618,3.29274
1.56224,3.29878
1.5614,3.30526
1.56085,3.30882
1.56052,3.31146
1.56071,3.31302
1.56093,3.31311
1.56036,3.31232
1.55973,3.31061
1.56337,3.30629
1.55958,3.29799
1.56507,3.28235
1.5619,3.25971
1.55892,3.24772
1.55753,3.23513
1.55602,3.22714
1.55648,3.2088
1.5637,3.19633
1.56285,3.17899
1.56129,3.16291
1.56517,3.13799
1.56462,3.12265
1.5673,3.10817
1.56739,3.08609
1.56947,3.06418
1.56279,3.04749
1.55546,3.02808
1.54718,3.01306
1.54395,2.98648
1.53981,2.96551
1.53485,2.9461
1.53908,2.92934
1.53401,2.90426
1.52203,2.87724
1.49973,2.85334
1.46906,2.83038
1.44837,2.79838
1.44014,2.76935
1.43851,2.74355
1.44384,2.71824
1.45712,2.69652
1.47996,2.66494
1.49668,2.64503
1.51398,2.62308
1.52977,2.60278
1.54283,2.5797
1.55234,2.55884
1.56059,2.5369
1.56188,2.50736
1.55583,2.48207
1.54461,2.45325
1.52133,2.42623
1.48757,2.39261
1.4375,2.36191
1.37647,2.3335
1.39614,2.29978
1.38582,2.26656
1.38806,2.23569
1.38776,2.20514
1.38708,2.15768
1.39532,2.12191
1.40391,2.07579
1.41032,2.05485
1.42057,2.03715
1.42204,2.02142
1.42954,2.00695
1.48237,1.99379
1.50561,1.97378
1.51917,1.94864
1.50635,1.91258
1.47533,1.87333
1.44431,1.83368
1.39987,1.7874
1.35223,1.75474
1.29839,1.71715
1.26026,1.6854
1.24518,1.65901
1.29714,1.63191
1.34156,1.59864
1.35588,1.56232
1.36067,1.527
1.36284,1.48895
1.35856,1.45392
1.35361,1.42309
1.35216,1.39684
1.35037,1.37305
1.34429,1.35056
1.30658,1.32846
1.29542,1.30667
1.28893,1.28648
1.28618,1.26081
1.28228,1.23787
1.23938,1.21043
1.20519,1.18891
1.09771,1.16706
1.05013,1.143
0.992151,1.0998
0.960764,1.0476
0.951848,1.01978
0.883875,0.911244
0.742165,0.891344
0.708623,0.908661
0.724312,0.899715
0.257711,0.390391
0.0519979,0.302082
1.4553,2.14205
1.45183,2.14505
1.44968,2.14841
1.44397,2.16138
1.449,2.18112
1.46683,2.20474
1.48546,2.22513
1.50692,2.24146
1.52518,2.26563
1.5381,2.29702
1.54243,2.33016
1.5472,2.35149
1.54553,2.37126
1.5472,2.39349
1.55423,2.41453
1.56338,2.44126
1.57102,2.46673
1.57826,2.49204
1.5811,2.51441
1.58009,2.53752
1.57713,2.55247
1.57052,2.58254
1.5677,2.60062
1.56649,2.61246
1.56475,2.63284
1.56311,2.64661
1.56474,2.67204
1.56606,2.68894
1.5651,2.70666
1.56438,2.73107
1.56478,2.75428
1.56409,2.77051
1.56303,2.78465
1.5609,2.79705
1.55708,2.81071
1.55383,2.82274
1.55034,2.83413
1.54494,2.84841
1.53978,2.85905
1.53383,2.86697
1.51397,2.87541
1.50276,2.88347
1.49641,2.89154
1.49788,2.9
1.51405,2.91438
1.53573,2.92559
1.55418,2.94511
1.56348,2.96065
1.56749,2.98096
1.57552,2.99421
1.57833,3.0058
1.58441,3.03206
1.58836,3.04338
1.58933,3.05355
1.58875,3.06482
1.58078,3.08604
1.5741,3.10097
1.56852,3.11184
1.56206,3.12211
1.55788,3.13461
1.55596,3.1458
1.55424,3.15494
1.55506,3.17023
1.55562,3.18248
1.55678,3.19425
1.55734,3.20386
1.55754,3.2099
1.55722,3.21561
1.55605,3.23021
1.55514,3.23865
1.55407,3.24594
1.55299,3.25546
1.55199,3.26296
1.55124,3.2693
1.55054,3.27584
1.5471,3.28953
1.54581,3.29666
1.54476,3.30367
1.54533,3.30985
1.54643,3.31691
1.54689,3.32605
1.54612,3.33167
1.54411,3.33582
1.54179,3.33918
1.53977,3.34344
1.52008,3.35028
1.5287,3.35505
1.54025,3.35909
1.54837,3.36562
1.55562,3.37027
1.56098,3.37937
1.56687,3.38737
1.57135,3.39534
1.57511,3.4004
1.57637,3.41059
1.57896,3.417
1.5806,3.42248
1.58007,3.42718
1.5801,3.4342
1.57875,3.47066
1.57738,3.48399
1.5769,3.4901
1.57483,3.49403
1.57136,3.49402
1.56887,3.49434
1.56662,3.49345
1.56906,3.49938
1.57159,3.50591
1.57294,3.51145
1.57412,3.51495
1.56673,3.50719
1.5634,3.5052
1.56091,3.50393
1.56314,3.51993
1.56451,3.52903
1.57283,3.56236
1.57551,3.57485
1.57788,3.58426
1.5828,3.60204
1.58308,3.59429
1.57763,3.57182
1.57796,3.56712
1.55913,3.5364
1.55395,3.52855
1.55205,3.52462
1.55143,3.52381
1.55196,3.52394
1.55259,3.52432
1.55728,3.5305
1.55989,3.53536
1.56152,3.5385
1.56273,3.53897
1.56382,3.53512
1.56535,3.53381
1.5652,3.53074
1.57242,3.52747
1.57074,3.49105
1.56675,3.47718
1.55975,3.47045
1.5542,3.46606
1.54772,3.46044
1.54249,3.43981
1.53212,3.42529
1.52306,3.40888
1.51513,3.39538
1.51108,3.38261
1.50953,3.36908
1.50766,3.34909
1.50971,3.33328
1.51271,3.32141
1.51855,3.30815
1.5243,3.29394
1.52926,3.27591
1.53194,3.2587
1.53399,3.246
1.53651,3.23339
1.53911,3.22389
1.54215,3.21577
1.54529,3.20734
1.548,3.18391
1.54991,3.17107
1.55207,3.15476
1.55469,3.13976
1.55739,3.12301
1.559,3.10934
1.55821,3.08829
1.55659,3.07124
1.55555,3.04606
1.55636,3.0306
1.55909,3.01426
1.56342,3.00008
1.56892,2.96758
1.57229,2.95141
1.57801,2.93258
1.5819,2.91931
1.58674,2.90758
1.58786,2.89443
1.57793,2.88265
1.56874,2.87014
1.56147,2.85641
1.5636,2.83557
1.56017,2.82427
1.55743,2.79935
1.55754,2.78506
1.54551,2.77178
1.52657,2.75865
1.50125,2.73536
1.48197,2.71567
1.47153,2.69836
1.46603,2.68317
1.46629,2.66504
1.47655,2.64764
1.4861,2.62541
1.49773,2.60838
1.50864,2.59178
1.51845,2.56377
1.52613,2.5456
1.53308,2.53029
1.54013,2.51299
1.54467,2.49743
1.54642,2.48298
1.54575,2.46823
1.543,2.45346
1.53831,2.4373
1.53515,2.42609
1.53288,2.41749
1.5315,2.41166
1.53042,2.40712
1.52969,2.4038
1.52921,2.40143
1.52886,2.39972
1.52872,2.39851
1.52886,2.39771
1.52952,2.3969
1.5307,2.39604
1.53183,2.39507
1.53344,2.39348
1.53432,2.3909
1.53476,2.38836
1.53457,2.38415
1.53406,2.38069
1.53302,2.3763
1.53158,2.37132
1.52952,2.36646
1.52656,2.36138
1.51735,2.35815
1.51607,2.35655
1.52359,2.35682
1.52922,2.36181
1.53379,2.37733
1.53941,2.39828
1.55088,2.42414
1.56158,2.45251
1.57144,2.4806
1.57827,2.50439
1.58277,2.52543
1.58281,2.54473
1.58117,2.56278
1.57799,2.59118
1.57516,2.60879
1.57132,2.62275
1.56668,2.6368
1.56463,2.65345
1.56381,2.66743
1.56402,2.67924
1.56458,2.68894
1.56369,2.70386
1.56231,2.72833
1.56339,2.74924
1.56369,2.7622
1.56329,2.77343
1.56312,2.78667
1.56284,2.80292
1.5638,2.81831
1.56559,2.85135
1.56516,2.86474
1.56335,2.87537
1.55874,2.88715
1.55546,2.89636
1.55062,2.90595
1.54566,2.91416
1.53912,2.92209
1.53144,2.9307
1.51028,2.94023
1.49658,2.94742
1.48658,2.95454
1.48268,2.96275
1.49305,2.97301
1.52077,2.99104
1.53925,3.00531
1.55669,3.01804
1.56992,3.04079
1.58087,3.06269
1.5798,3.08425
1.53843,3.10502
1.56531,3.12315
1.57034,3.1397
1.57452,3.15749
1.57714,3.17398
1.57599,3.199
1.57478,3.21074
1.5732,3.22112
1.57028,3.23012
1.56746,3.23754
1.5651,3.24692
1.5633,3.25402
1.56182,3.26611
1.56126,3.27753
1.56242,3.29193
1.5634,3.30723
1.56338,3.31662
1.56295,3.32484
1.56179,3.33219
1.56016,3.3385
1.55761,3.34511
1.55494,3.3519
1.55255,3.35927
1.55082,3.36446
1.54916,3.38979
1.54832,3.39974
1.54808,3.40516
1.54786,3.40832
1.54958,3.41054
1.54998,3.40782
1.55112,3.40883
1.55168,3.40942
1.5521,3.40994
1.55327,3.41057
1.55713,3.41131
1.56382,3.41543
1.56853,3.42038
1.57378,3.42541
1.54234,3.43004
1.53099,3.43437
1.5238,3.4385
1.54812,3.45424
1.55912,3.46251
1.5655,3.46759
1.56855,3.47105
1.54184,3.47265
1.55183,3.47652
1.56451,3.50435
1.53018,3.48525
1.49683,3.48537
1.4879,3.48932
1.47179,3.46403
1.50437,3.45356
1.5145,3.44866
1.52172,3.44497
1.52508,3.44192
1.48705,3.44001
1.48093,3.4386
1.47503,3.43767
1.47233,3.43701
1.4706,3.43655
1.47148,3.436
1.47923,3.42199
1.48558,3.41584
1.52107,3.40795
1.52918,3.39707
1.55199,3.37777
1.55207,3.36955
1.54039,3.36118
1.52745,3.35534
1.51626,3.34316
1.49853,3.32887
1.48469,3.29603
1.4732,3.27413
1.4593,3.2424
1.45403,3.22235
1.4529,3.20272
1.46227,3.17968
1.4756,3.1621
1.49535,3.13456
1.51092,3.11957
1.52212,3.10881
1.53328,3.09404
1.54063,3.0735
1.5463,3.04835
1.54931,3.03088
1.55113,3.01764
1.549,2.97488
1.54873,2.95681
1.54906,2.94192
1.55014,2.92513
1.55103,2.91108
1.55219,2.89262
1.55438,2.86276
1.55604,2.84989
1.55826,2.81646
1.56192,2.79314
1.56723,2.77209
1.57369,2.75711
1.58086,2.73043
1.58444,2.70906
1.58989,2.69514
1.59009,2.66794
1.57798,2.64861
1.5684,2.6352
1.56124,2.61336
1.55728,2.59685
1.56072,2.57572
1.55687,2.553
1.5503,2.52649
1.52751,2.50892
1.49481,2.48554
1.47919,2.466
1.4719,2.44667
1.46874,2.42714
1.46787,2.4042
1.47408,2.38087
1.48174,2.36334
1.48413,2.34381
1.48508,2.32591
1.48521,2.30351
1.48405,2.2788
1.4856,2.25889
1.48747,2.24215
